"","X","generations","popsize_outcrossrate","He","popsize","outcross"
"523",23,23,"15_0",0.292167451111111,15,0
"524",24,24,"15_0",0.292167502222222,15,0
"525",25,25,"15_0",0.292167502222222,15,0
"526",26,26,"15_0",0.292167502222222,15,0
"527",27,27,"15_0",0.292167502222222,15,0
"528",28,28,"15_0",0.292167502222222,15,0
"529",29,29,"15_0",0.292167502222222,15,0
"530",30,30,"15_0",0.292167502222222,15,0
"531",31,31,"15_0",0.292167502222222,15,0
"532",32,32,"15_0",0.292167502222222,15,0
"533",33,33,"15_0",0.292167502222222,15,0
"534",34,34,"15_0",0.292167502222222,15,0
"535",35,35,"15_0",0.292167502222222,15,0
"536",36,36,"15_0",0.292167502222222,15,0
"537",37,37,"15_0",0.292167502222222,15,0
"538",38,38,"15_0",0.292167502222222,15,0
"539",39,39,"15_0",0.292167502222222,15,0
"540",40,40,"15_0",0.292167502222222,15,0
"541",41,41,"15_0",0.292167502222222,15,0
"542",42,42,"15_0",0.292167502222222,15,0
"543",43,43,"15_0",0.292167502222222,15,0
"544",44,44,"15_0",0.292167502222222,15,0
"545",45,45,"15_0",0.292167502222222,15,0
"546",46,46,"15_0",0.292167502222222,15,0
"547",47,47,"15_0",0.292167502222222,15,0
"548",48,48,"15_0",0.292167502222222,15,0
"549",49,49,"15_0",0.292167502222222,15,0
"550",50,50,"15_0",0.292167502222222,15,0
"551",51,51,"15_0",0.292167502222222,15,0
"552",52,52,"15_0",0.292167502222222,15,0
"553",53,53,"15_0",0.292167502222222,15,0
"554",54,54,"15_0",0.292167502222222,15,0
"555",55,55,"15_0",0.292167502222222,15,0
"556",56,56,"15_0",0.292167502222222,15,0
"557",57,57,"15_0",0.292167502222222,15,0
"558",58,58,"15_0",0.292167502222222,15,0
"559",59,59,"15_0",0.292167502222222,15,0
"560",60,60,"15_0",0.292167502222222,15,0
"561",61,61,"15_0",0.292167502222222,15,0
"562",62,62,"15_0",0.292167502222222,15,0
"563",63,63,"15_0",0.292167502222222,15,0
"564",64,64,"15_0",0.292167502222222,15,0
"565",65,65,"15_0",0.292167502222222,15,0
"566",66,66,"15_0",0.292167502222222,15,0
"567",67,67,"15_0",0.292167502222222,15,0
"568",68,68,"15_0",0.292167502222222,15,0
"569",69,69,"15_0",0.292167502222222,15,0
"570",70,70,"15_0",0.292167502222222,15,0
"571",71,71,"15_0",0.292167502222222,15,0
"572",72,72,"15_0",0.292167502222222,15,0
"573",73,73,"15_0",0.292167502222222,15,0
"574",74,74,"15_0",0.292167502222222,15,0
"575",75,75,"15_0",0.292167502222222,15,0
"576",76,76,"15_0",0.292167502222222,15,0
"577",77,77,"15_0",0.292167502222222,15,0
"578",78,78,"15_0",0.292167502222222,15,0
"579",79,79,"15_0",0.292167502222222,15,0
"580",80,80,"15_0",0.292167502222222,15,0
"581",81,81,"15_0",0.292167502222222,15,0
"582",82,82,"15_0",0.292167502222222,15,0
"583",83,83,"15_0",0.292167502222222,15,0
"584",84,84,"15_0",0.292167502222222,15,0
"585",85,85,"15_0",0.292167502222222,15,0
"586",86,86,"15_0",0.292167502222222,15,0
"587",87,87,"15_0",0.292167502222222,15,0
"588",88,88,"15_0",0.292167502222222,15,0
"589",89,89,"15_0",0.292167502222222,15,0
"590",90,90,"15_0",0.292167502222222,15,0
"591",91,91,"15_0",0.292167502222222,15,0
"592",92,92,"15_0",0.292167502222222,15,0
"593",93,93,"15_0",0.292167502222222,15,0
"594",94,94,"15_0",0.292167502222222,15,0
"595",95,95,"15_0",0.292167502222222,15,0
"596",96,96,"15_0",0.292167502222222,15,0
"597",97,97,"15_0",0.292167502222222,15,0
"598",98,98,"15_0",0.292167502222222,15,0
"599",99,99,"15_0",0.292167502222222,15,0
"600",100,100,"15_0",0.292167502222222,15,0
"601",1,1,"15_0.25",0.301975442222222,15,0.25
"602",2,2,"15_0.25",0.295884855555555,15,0.25
"603",3,3,"15_0.25",0.29123762,15,0.25
"604",4,4,"15_0.25",0.287052008888889,15,0.25
"605",5,5,"15_0.25",0.283171404444444,15,0.25
"606",6,6,"15_0.25",0.279467375555556,15,0.25
"607",7,7,"15_0.25",0.275880051111111,15,0.25
"608",8,8,"15_0.25",0.272196193333333,15,0.25
"609",9,9,"15_0.25",0.26849546,15,0.25
"610",10,10,"15_0.25",0.264953584444444,15,0.25
"611",11,11,"15_0.25",0.26158648,15,0.25
"612",12,12,"15_0.25",0.258079584444444,15,0.25
"613",13,13,"15_0.25",0.254707253333333,15,0.25
"614",14,14,"15_0.25",0.251305033333333,15,0.25
"615",15,15,"15_0.25",0.247924251111111,15,0.25
"616",16,16,"15_0.25",0.24463808,15,0.25
"617",17,17,"15_0.25",0.241562611111111,15,0.25
"618",18,18,"15_0.25",0.238370655555556,15,0.25
"619",19,19,"15_0.25",0.235116368888889,15,0.25
"620",20,20,"15_0.25",0.232031735555556,15,0.25
"621",21,21,"15_0.25",0.229058504444444,15,0.25
"622",22,22,"15_0.25",0.225837466666667,15,0.25
"623",23,23,"15_0.25",0.222976866666667,15,0.25
"624",24,24,"15_0.25",0.220028933333333,15,0.25
"625",25,25,"15_0.25",0.217188924444444,15,0.25
"626",26,26,"15_0.25",0.214334404444444,15,0.25
"627",27,27,"15_0.25",0.21149804,15,0.25
"628",28,28,"15_0.25",0.2086799,15,0.25
"629",29,29,"15_0.25",0.206036777777778,15,0.25
"630",30,30,"15_0.25",0.203352013333333,15,0.25
"631",31,31,"15_0.25",0.200719675555556,15,0.25
"632",32,32,"15_0.25",0.198087191111111,15,0.25
"633",33,33,"15_0.25",0.195404737777778,15,0.25
"634",34,34,"15_0.25",0.192868451111111,15,0.25
"635",35,35,"15_0.25",0.190418815555556,15,0.25
"636",36,36,"15_0.25",0.187811251111111,15,0.25
"637",37,37,"15_0.25",0.185307742222222,15,0.25
"638",38,38,"15_0.25",0.182790006666667,15,0.25
"639",39,39,"15_0.25",0.180423508888889,15,0.25
"640",40,40,"15_0.25",0.178030046666667,15,0.25
"641",41,41,"15_0.25",0.175762517777778,15,0.25
"642",42,42,"15_0.25",0.173459648888889,15,0.25
"643",43,43,"15_0.25",0.171173886666667,15,0.25
"644",44,44,"15_0.25",0.168844644444444,15,0.25
"645",45,45,"15_0.25",0.166665675555556,15,0.25
"646",46,46,"15_0.25",0.164464244444444,15,0.25
"647",47,47,"15_0.25",0.16223852,15,0.25
"648",48,48,"15_0.25",0.1601206,15,0.25
"649",49,49,"15_0.25",0.158020424444444,15,0.25
"650",50,50,"15_0.25",0.155926295555556,15,0.25
"651",51,51,"15_0.25",0.153892611111111,15,0.25
"652",52,52,"15_0.25",0.151787848888889,15,0.25
"653",53,53,"15_0.25",0.149795088888889,15,0.25
"654",54,54,"15_0.25",0.147804386666667,15,0.25
"655",55,55,"15_0.25",0.1459204,15,0.25
"656",56,56,"15_0.25",0.143965197777778,15,0.25
"657",57,57,"15_0.25",0.142021186666667,15,0.25
"658",58,58,"15_0.25",0.14010154,15,0.25
"659",59,59,"15_0.25",0.138226135555556,15,0.25
"660",60,60,"15_0.25",0.136381066666667,15,0.25
"661",61,61,"15_0.25",0.134538906666667,15,0.25
"662",62,62,"15_0.25",0.132849533333333,15,0.25
"663",63,63,"15_0.25",0.131122871111111,15,0.25
"664",64,64,"15_0.25",0.12936006,15,0.25
"665",65,65,"15_0.25",0.127622162222222,15,0.25
"666",66,66,"15_0.25",0.125885833333333,15,0.25
"667",67,67,"15_0.25",0.124266555555556,15,0.25
"668",68,68,"15_0.25",0.122596944444444,15,0.25
"669",69,69,"15_0.25",0.12100506,15,0.25
"670",70,70,"15_0.25",0.119364715555556,15,0.25
"671",71,71,"15_0.25",0.117742362222222,15,0.25
"672",72,72,"15_0.25",0.116189886666667,15,0.25
"673",73,73,"15_0.25",0.114660151111111,15,0.25
"674",74,74,"15_0.25",0.113173304444444,15,0.25
"675",75,75,"15_0.25",0.11168366,15,0.25
"676",76,76,"15_0.25",0.110190848888889,15,0.25
"677",77,77,"15_0.25",0.108713817777778,15,0.25
"678",78,78,"15_0.25",0.107257748888889,15,0.25
"679",79,79,"15_0.25",0.1058165,15,0.25
"680",80,80,"15_0.25",0.104470104444444,15,0.25
"681",81,81,"15_0.25",0.103068548888889,15,0.25
"682",82,82,"15_0.25",0.101584835555556,15,0.25
"683",83,83,"15_0.25",0.100169704444444,15,0.25
"684",84,84,"15_0.25",0.0987723022222222,15,0.25
"685",85,85,"15_0.25",0.0974975511111111,15,0.25
"686",86,86,"15_0.25",0.0962071666666667,15,0.25
"687",87,87,"15_0.25",0.0949144733333333,15,0.25
"688",88,88,"15_0.25",0.0936464555555555,15,0.25
"689",89,89,"15_0.25",0.0923914977777778,15,0.25
"690",90,90,"15_0.25",0.0911995888888889,15,0.25
"691",91,91,"15_0.25",0.0899469244444444,15,0.25
"692",92,92,"15_0.25",0.0887359155555555,15,0.25
"693",93,93,"15_0.25",0.08757152,15,0.25
"694",94,94,"15_0.25",0.0864272733333333,15,0.25
"695",95,95,"15_0.25",0.0852566311111111,15,0.25
"696",96,96,"15_0.25",0.0840303866666667,15,0.25
"697",97,97,"15_0.25",0.0828958622222222,15,0.25
"698",98,98,"15_0.25",0.0817559666666667,15,0.25
"699",99,99,"15_0.25",0.0806684044444444,15,0.25
"700",100,100,"15_0.25",0.0796113088888889,15,0.25
"701",1,1,"15_0.5",0.302059293333333,15,0.5
"702",2,2,"15_0.5",0.295104984444444,15,0.5
"703",3,3,"15_0.5",0.289025933333333,15,0.5
"704",4,4,"15_0.5",0.283185186666667,15,0.5
"705",5,5,"15_0.5",0.277332626666667,15,0.5
"706",6,6,"15_0.5",0.27167356,15,0.5
"707",7,7,"15_0.5",0.26622878,15,0.5
"708",8,8,"15_0.5",0.260879453333333,15,0.5
"709",9,9,"15_0.5",0.255445144444444,15,0.5
"710",10,10,"15_0.5",0.250249697777778,15,0.5
"711",11,11,"15_0.5",0.245194417777778,15,0.5
"712",12,12,"15_0.5",0.24015626,15,0.5
"713",13,13,"15_0.5",0.235103817777778,15,0.5
"714",14,14,"15_0.5",0.23038172,15,0.5
"715",15,15,"15_0.5",0.225704735555556,15,0.5
"716",16,16,"15_0.5",0.221163304444444,15,0.5
"717",17,17,"15_0.5",0.216631895555556,15,0.5
"718",18,18,"15_0.5",0.21224144,15,0.5
"719",19,19,"15_0.5",0.207911728888889,15,0.5
"720",20,20,"15_0.5",0.203520588888889,15,0.5
"721",21,21,"15_0.5",0.199431091111111,15,0.5
"722",22,22,"15_0.5",0.195347122222222,15,0.5
"723",23,23,"15_0.5",0.191336571111111,15,0.5
"724",24,24,"15_0.5",0.18747002,15,0.5
"725",25,25,"15_0.5",0.1836563,15,0.5
"726",26,26,"15_0.5",0.180035246666667,15,0.5
"727",27,27,"15_0.5",0.176347162222222,15,0.5
"728",28,28,"15_0.5",0.172706584444444,15,0.5
"729",29,29,"15_0.5",0.169201902222222,15,0.5
"730",30,30,"15_0.5",0.165802986666667,15,0.5
"731",31,31,"15_0.5",0.162399066666667,15,0.5
"732",32,32,"15_0.5",0.159084813333333,15,0.5
"733",33,33,"15_0.5",0.155900522222222,15,0.5
"734",34,34,"15_0.5",0.152756693333333,15,0.5
"735",35,35,"15_0.5",0.149685006666667,15,0.5
"736",36,36,"15_0.5",0.146695471111111,15,0.5
"737",37,37,"15_0.5",0.143723742222222,15,0.5
"738",38,38,"15_0.5",0.140784273333333,15,0.5
"739",39,39,"15_0.5",0.137958333333333,15,0.5
"740",40,40,"15_0.5",0.135176944444444,15,0.5
"741",41,41,"15_0.5",0.132415904444444,15,0.5
"742",42,42,"15_0.5",0.1297928,15,0.5
"743",43,43,"15_0.5",0.127208286666667,15,0.5
"744",44,44,"15_0.5",0.124599637777778,15,0.5
"745",45,45,"15_0.5",0.12207498,15,0.5
"746",46,46,"15_0.5",0.119547893333333,15,0.5
"747",47,47,"15_0.5",0.117185333333333,15,0.5
"748",48,48,"15_0.5",0.11485114,15,0.5
"749",49,49,"15_0.5",0.112500084444444,15,0.5
"750",50,50,"15_0.5",0.11017598,15,0.5
"751",51,51,"15_0.5",0.107924466666667,15,0.5
"752",52,52,"15_0.5",0.105665686666667,15,0.5
"753",53,53,"15_0.5",0.103593171111111,15,0.5
"754",54,54,"15_0.5",0.101520848888889,15,0.5
"755",55,55,"15_0.5",0.0995492666666667,15,0.5
"756",56,56,"15_0.5",0.0975752622222222,15,0.5
"757",57,57,"15_0.5",0.0955732955555555,15,0.5
"758",58,58,"15_0.5",0.0936095666666667,15,0.5
"759",59,59,"15_0.5",0.0917159711111111,15,0.5
"760",60,60,"15_0.5",0.0898572466666667,15,0.5
"761",61,61,"15_0.5",0.0879714666666667,15,0.5
"762",62,62,"15_0.5",0.0861500222222222,15,0.5
"763",63,63,"15_0.5",0.0843855377777778,15,0.5
"764",64,64,"15_0.5",0.0826237311111111,15,0.5
"765",65,65,"15_0.5",0.0809135444444444,15,0.5
"766",66,66,"15_0.5",0.0792447222222222,15,0.5
"767",67,67,"15_0.5",0.0775988955555555,15,0.5
"768",68,68,"15_0.5",0.0760710622222222,15,0.5
"769",69,69,"15_0.5",0.0745305933333333,15,0.5
"770",70,70,"15_0.5",0.07303344,15,0.5
"771",71,71,"15_0.5",0.0715288466666667,15,0.5
"772",72,72,"15_0.5",0.0700921066666667,15,0.5
"773",73,73,"15_0.5",0.0686367844444444,15,0.5
"774",74,74,"15_0.5",0.0672295555555556,15,0.5
"775",75,75,"15_0.5",0.0658557155555556,15,0.5
"776",76,76,"15_0.5",0.0645204111111111,15,0.5
"777",77,77,"15_0.5",0.0632042911111111,15,0.5
"778",78,78,"15_0.5",0.0619050911111111,15,0.5
"779",79,79,"15_0.5",0.0606351577777778,15,0.5
"780",80,80,"15_0.5",0.0594136488888889,15,0.5
"781",81,81,"15_0.5",0.0582388377777778,15,0.5
"782",82,82,"15_0.5",0.0570157666666667,15,0.5
"783",83,83,"15_0.5",0.0558365555555555,15,0.5
"784",84,84,"15_0.5",0.0547407933333333,15,0.5
"785",85,85,"15_0.5",0.0536260644444444,15,0.5
"786",86,86,"15_0.5",0.0525036377777778,15,0.5
"787",87,87,"15_0.5",0.0514365888888889,15,0.5
"788",88,88,"15_0.5",0.05035468,15,0.5
"789",89,89,"15_0.5",0.0493610888888889,15,0.5
"790",90,90,"15_0.5",0.0483583288888889,15,0.5
"791",91,91,"15_0.5",0.0473631155555556,15,0.5
"792",92,92,"15_0.5",0.0463571911111111,15,0.5
"793",93,93,"15_0.5",0.04543204,15,0.5
"794",94,94,"15_0.5",0.04448786,15,0.5
"795",95,95,"15_0.5",0.0436248933333333,15,0.5
"796",96,96,"15_0.5",0.0427651244444444,15,0.5
"797",97,97,"15_0.5",0.0418932044444444,15,0.5
"798",98,98,"15_0.5",0.04101224,15,0.5
"799",99,99,"15_0.5",0.0401466133333333,15,0.5
"800",100,100,"15_0.5",0.0393307577777778,15,0.5
"801",1,1,"15_0.75",0.302038322222222,15,0.75
"802",2,2,"15_0.75",0.294627491111111,15,0.75
"803",3,3,"15_0.75",0.287566746666667,15,0.75
"804",4,4,"15_0.75",0.280758193333333,15,0.75
"805",5,5,"15_0.75",0.273949862222222,15,0.75
"806",6,6,"15_0.75",0.267536897777778,15,0.75
"807",7,7,"15_0.75",0.261084408888889,15,0.75
"808",8,8,"15_0.75",0.254896926666667,15,0.75
"809",9,9,"15_0.75",0.248797448888889,15,0.75
"810",10,10,"15_0.75",0.242786588888889,15,0.75
"811",11,11,"15_0.75",0.236904984444444,15,0.75
"812",12,12,"15_0.75",0.231357031111111,15,0.75
"813",13,13,"15_0.75",0.225807188888889,15,0.75
"814",14,14,"15_0.75",0.220369337777778,15,0.75
"815",15,15,"15_0.75",0.215026633333333,15,0.75
"816",16,16,"15_0.75",0.209873953333333,15,0.75
"817",17,17,"15_0.75",0.204832582222222,15,0.75
"818",18,18,"15_0.75",0.199973666666667,15,0.75
"819",19,19,"15_0.75",0.195196728888889,15,0.75
"820",20,20,"15_0.75",0.190557077777778,15,0.75
"821",21,21,"15_0.75",0.185963675555556,15,0.75
"822",22,22,"15_0.75",0.181547942222222,15,0.75
"823",23,23,"15_0.75",0.177211831111111,15,0.75
"824",24,24,"15_0.75",0.173033082222222,15,0.75
"825",25,25,"15_0.75",0.168938468888889,15,0.75
"826",26,26,"15_0.75",0.164935655555556,15,0.75
"827",27,27,"15_0.75",0.160959151111111,15,0.75
"828",28,28,"15_0.75",0.157096135555556,15,0.75
"829",29,29,"15_0.75",0.153384428888889,15,0.75
"830",30,30,"15_0.75",0.149708864444444,15,0.75
"831",31,31,"15_0.75",0.146055313333333,15,0.75
"832",32,32,"15_0.75",0.142515673333333,15,0.75
"833",33,33,"15_0.75",0.139041817777778,15,0.75
"834",34,34,"15_0.75",0.135751708888889,15,0.75
"835",35,35,"15_0.75",0.132558086666667,15,0.75
"836",36,36,"15_0.75",0.129438088888889,15,0.75
"837",37,37,"15_0.75",0.126350077777778,15,0.75
"838",38,38,"15_0.75",0.123280548888889,15,0.75
"839",39,39,"15_0.75",0.120277857777778,15,0.75
"840",40,40,"15_0.75",0.117422233333333,15,0.75
"841",41,41,"15_0.75",0.114595488888889,15,0.75
"842",42,42,"15_0.75",0.111805482222222,15,0.75
"843",43,43,"15_0.75",0.109088848888889,15,0.75
"844",44,44,"15_0.75",0.106459328888889,15,0.75
"845",45,45,"15_0.75",0.10393642,15,0.75
"846",46,46,"15_0.75",0.101483831111111,15,0.75
"847",47,47,"15_0.75",0.0990411866666667,15,0.75
"848",48,48,"15_0.75",0.0965928688888889,15,0.75
"849",49,49,"15_0.75",0.0942538711111111,15,0.75
"850",50,50,"15_0.75",0.0920059266666667,15,0.75
"851",51,51,"15_0.75",0.0897160888888889,15,0.75
"852",52,52,"15_0.75",0.0875353133333333,15,0.75
"853",53,53,"15_0.75",0.0854605911111111,15,0.75
"854",54,54,"15_0.75",0.0834035222222222,15,0.75
"855",55,55,"15_0.75",0.0813780888888889,15,0.75
"856",56,56,"15_0.75",0.0794465088888889,15,0.75
"857",57,57,"15_0.75",0.0775909133333333,15,0.75
"858",58,58,"15_0.75",0.07573242,15,0.75
"859",59,59,"15_0.75",0.0738793688888889,15,0.75
"860",60,60,"15_0.75",0.07211218,15,0.75
"861",61,61,"15_0.75",0.0704170311111111,15,0.75
"862",62,62,"15_0.75",0.0687496733333333,15,0.75
"863",63,63,"15_0.75",0.0671183244444444,15,0.75
"864",64,64,"15_0.75",0.0654939088888889,15,0.75
"865",65,65,"15_0.75",0.0638758533333333,15,0.75
"866",66,66,"15_0.75",0.0623469688888889,15,0.75
"867",67,67,"15_0.75",0.0608296688888889,15,0.75
"868",68,68,"15_0.75",0.0593934444444444,15,0.75
"869",69,69,"15_0.75",0.0579674133333333,15,0.75
"870",70,70,"15_0.75",0.0565757066666667,15,0.75
"871",71,71,"15_0.75",0.0551623111111111,15,0.75
"872",72,72,"15_0.75",0.05381864,15,0.75
"873",73,73,"15_0.75",0.0525215422222222,15,0.75
"874",74,74,"15_0.75",0.0513117355555556,15,0.75
"875",75,75,"15_0.75",0.0500903866666667,15,0.75
"876",76,76,"15_0.75",0.0488987288888889,15,0.75
"877",77,77,"15_0.75",0.0477271777777778,15,0.75
"878",78,78,"15_0.75",0.0465803022222222,15,0.75
"879",79,79,"15_0.75",0.04549884,15,0.75
"880",80,80,"15_0.75",0.0443601977777778,15,0.75
"881",81,81,"15_0.75",0.0433129911111111,15,0.75
"882",82,82,"15_0.75",0.0422956977777778,15,0.75
"883",83,83,"15_0.75",0.0412603244444444,15,0.75
"884",84,84,"15_0.75",0.0402505022222222,15,0.75
"885",85,85,"15_0.75",0.03932156,15,0.75
"886",86,86,"15_0.75",0.0383898133333333,15,0.75
"887",87,87,"15_0.75",0.0374524733333333,15,0.75
"888",88,88,"15_0.75",0.0365590155555556,15,0.75
"889",89,89,"15_0.75",0.0356574066666667,15,0.75
"890",90,90,"15_0.75",0.0348334244444444,15,0.75
"891",91,91,"15_0.75",0.0339888911111111,15,0.75
"892",92,92,"15_0.75",0.0331540777777778,15,0.75
"893",93,93,"15_0.75",0.0323602044444444,15,0.75
"894",94,94,"15_0.75",0.0315964733333333,15,0.75
"895",95,95,"15_0.75",0.0308604133333333,15,0.75
"896",96,96,"15_0.75",0.0301267311111111,15,0.75
"897",97,97,"15_0.75",0.0293834777777778,15,0.75
"898",98,98,"15_0.75",0.0286992977777778,15,0.75
"899",99,99,"15_0.75",0.0280137,15,0.75
"900",100,100,"15_0.75",0.0273532222222222,15,0.75
"901",1,1,"15_1",0.301902553333333,15,1
"902",2,2,"15_1",0.294468637777778,15,1
"903",3,3,"15_1",0.286853444444444,15,1
"904",4,4,"15_1",0.279523424444444,15,1
"905",5,5,"15_1",0.27238796,15,1
"906",6,6,"15_1",0.265368924444444,15,1
"907",7,7,"15_1",0.2586343,15,1
"908",8,8,"15_1",0.25199102,15,1
"909",9,9,"15_1",0.245664977777778,15,1
"910",10,10,"15_1",0.239327268888889,15,1
"911",11,11,"15_1",0.233114422222222,15,1
"912",12,12,"15_1",0.227124975555556,15,1
"913",13,13,"15_1",0.22130348,15,1
"914",14,14,"15_1",0.215661831111111,15,1
"915",15,15,"15_1",0.210191786666667,15,1
"916",16,16,"15_1",0.204864417777778,15,1
"917",17,17,"15_1",0.199560517777778,15,1
"918",18,18,"15_1",0.194501106666667,15,1
"919",19,19,"15_1",0.189568891111111,15,1
"920",20,20,"15_1",0.184790748888889,15,1
"921",21,21,"15_1",0.180055255555556,15,1
"922",22,22,"15_1",0.175367864444444,15,1
"923",23,23,"15_1",0.170955602222222,15,1
"924",24,24,"15_1",0.166714637777778,15,1
"925",25,25,"15_1",0.162325006666667,15,1
"926",26,26,"15_1",0.158237468888889,15,1
"927",27,27,"15_1",0.1543169,15,1
"928",28,28,"15_1",0.150399273333333,15,1
"929",29,29,"15_1",0.146564633333333,15,1
"930",30,30,"15_1",0.142817855555556,15,1
"931",31,31,"15_1",0.139216211111111,15,1
"932",32,32,"15_1",0.135617646666667,15,1
"933",33,33,"15_1",0.132126311111111,15,1
"934",34,34,"15_1",0.128771408888889,15,1
"935",35,35,"15_1",0.125458731111111,15,1
"936",36,36,"15_1",0.122233791111111,15,1
"937",37,37,"15_1",0.119111977777778,15,1
"938",38,38,"15_1",0.116050255555556,15,1
"939",39,39,"15_1",0.113060857777778,15,1
"940",40,40,"15_1",0.110250355555556,15,1
"941",41,41,"15_1",0.107397108888889,15,1
"942",42,42,"15_1",0.104704742222222,15,1
"943",43,43,"15_1",0.10205118,15,1
"944",44,44,"15_1",0.0994746688888889,15,1
"945",45,45,"15_1",0.0968625222222222,15,1
"946",46,46,"15_1",0.0943847777777778,15,1
"947",47,47,"15_1",0.0919836355555556,15,1
"948",48,48,"15_1",0.0896238711111111,15,1
"949",49,49,"15_1",0.0873208266666667,15,1
"950",50,50,"15_1",0.0851056911111111,15,1
"951",51,51,"15_1",0.0829354288888889,15,1
"952",52,52,"15_1",0.0808021088888889,15,1
"953",53,53,"15_1",0.0788360466666667,15,1
"954",54,54,"15_1",0.0768468,15,1
"955",55,55,"15_1",0.0749098088888889,15,1
"956",56,56,"15_1",0.0729885466666667,15,1
"957",57,57,"15_1",0.0711351511111111,15,1
"958",58,58,"15_1",0.0693417466666667,15,1
"959",59,59,"15_1",0.0675847666666667,15,1
"960",60,60,"15_1",0.0658383311111111,15,1
"961",61,61,"15_1",0.0641469822222222,15,1
"962",62,62,"15_1",0.0624952711111111,15,1
"963",63,63,"15_1",0.0609182755555555,15,1
"964",64,64,"15_1",0.0593440888888889,15,1
"965",65,65,"15_1",0.0578443555555556,15,1
"966",66,66,"15_1",0.0563857266666667,15,1
"967",67,67,"15_1",0.0549199577777778,15,1
"968",68,68,"15_1",0.0535228688888889,15,1
