"","X","generations","popsize_outcrossrate","Ho","popsize","outcross"
"1",1,1,"10_0",0.2941053,10,0
"2",2,2,"10_0",0.147016,10,0
"3",3,3,"10_0",0.0736291,10,0
"4",4,4,"10_0",0.0367227,10,0
"5",5,5,"10_0",0.0183326,10,0
"6",6,6,"10_0",0.009172,10,0
"7",7,7,"10_0",0.0046153,10,0
"8",8,8,"10_0",0.0022998,10,0
"9",9,9,"10_0",0.0011682,10,0
"10",10,10,"10_0",0.0005836,10,0
"11",11,11,"10_0",0.0002904,10,0
"12",12,12,"10_0",0.0001421,10,0
"13",13,13,"10_0",7.05e-05,10,0
"14",14,14,"10_0",3.28e-05,10,0
"15",15,15,"10_0",1.65e-05,10,0
"16",16,16,"10_0",8.5e-06,10,0
"17",17,17,"10_0",3.7e-06,10,0
"18",18,18,"10_0",2e-06,10,0
"19",19,19,"10_0",1.3e-06,10,0
"20",20,20,"10_0",8e-07,10,0
"21",21,21,"10_0",4e-07,10,0
"22",22,22,"10_0",1e-07,10,0
"23",23,23,"10_0",1e-07,10,0
"24",24,24,"10_0",1e-07,10,0
"25",25,25,"10_0",1e-07,10,0
"26",26,26,"10_0",1e-07,10,0
"27",27,27,"10_0",0,10,0
"28",28,28,"10_0",0,10,0
"29",29,29,"10_0",0,10,0
"30",30,30,"10_0",0,10,0
"31",31,31,"10_0",0,10,0
"32",32,32,"10_0",0,10,0
"33",33,33,"10_0",0,10,0
"34",34,34,"10_0",0,10,0
"35",35,35,"10_0",0,10,0
"36",36,36,"10_0",0,10,0
"37",37,37,"10_0",0,10,0
"38",38,38,"10_0",0,10,0
"39",39,39,"10_0",0,10,0
"40",40,40,"10_0",0,10,0
"41",41,41,"10_0",0,10,0
"42",42,42,"10_0",0,10,0
"43",43,43,"10_0",0,10,0
"44",44,44,"10_0",0,10,0
"45",45,45,"10_0",0,10,0
"46",46,46,"10_0",0,10,0
"47",47,47,"10_0",0,10,0
"48",48,48,"10_0",0,10,0
"49",49,49,"10_0",0,10,0
"50",50,50,"10_0",0,10,0
"51",51,51,"10_0",0,10,0
"52",52,52,"10_0",0,10,0
"53",53,53,"10_0",0,10,0
"54",54,54,"10_0",0,10,0
"55",55,55,"10_0",0,10,0
"56",56,56,"10_0",0,10,0
"57",57,57,"10_0",0,10,0
"58",58,58,"10_0",0,10,0
"59",59,59,"10_0",0,10,0
"60",60,60,"10_0",0,10,0
"61",61,61,"10_0",0,10,0
"62",62,62,"10_0",0,10,0
"63",63,63,"10_0",0,10,0
"64",64,64,"10_0",0,10,0
"65",65,65,"10_0",0,10,0
"66",66,66,"10_0",0,10,0
"67",67,67,"10_0",0,10,0
"68",68,68,"10_0",0,10,0
"69",69,69,"10_0",0,10,0
"70",70,70,"10_0",0,10,0
"71",71,71,"10_0",0,10,0
"72",72,72,"10_0",0,10,0
"73",73,73,"10_0",0,10,0
"74",74,74,"10_0",0,10,0
"75",75,75,"10_0",0,10,0
"76",76,76,"10_0",0,10,0
"77",77,77,"10_0",0,10,0
"78",78,78,"10_0",0,10,0
"79",79,79,"10_0",0,10,0
"80",80,80,"10_0",0,10,0
"81",81,81,"10_0",0,10,0
"82",82,82,"10_0",0,10,0
"83",83,83,"10_0",0,10,0
"84",84,84,"10_0",0,10,0
"85",85,85,"10_0",0,10,0
"86",86,86,"10_0",0,10,0
"87",87,87,"10_0",0,10,0
"88",88,88,"10_0",0,10,0
"89",89,89,"10_0",0,10,0
"90",90,90,"10_0",0,10,0
"91",91,91,"10_0",0,10,0
"92",92,92,"10_0",0,10,0
"93",93,93,"10_0",0,10,0
"94",94,94,"10_0",0,10,0
"95",95,95,"10_0",0,10,0
"96",96,96,"10_0",0,10,0
"97",97,97,"10_0",0,10,0
"98",98,98,"10_0",0,10,0
"99",99,99,"10_0",0,10,0
"100",100,100,"10_0",0,10,0
"101",1,1,"10_0.25",0.2939239,10,0.25
"102",2,2,"10_0.25",0.1886809,10,0.25
"103",3,3,"10_0.25",0.1491559,10,0.25
"104",4,4,"10_0.25",0.1316173,10,0.25
"105",5,5,"10_0.25",0.1225288,10,0.25
"106",6,6,"10_0.25",0.1184759,10,0.25
"107",7,7,"10_0.25",0.1139356,10,0.25
"108",8,8,"10_0.25",0.1115961,10,0.25
"109",9,9,"10_0.25",0.1097888,10,0.25
"110",10,10,"10_0.25",0.1093135,10,0.25
"111",11,11,"10_0.25",0.1058071,10,0.25
"112",12,12,"10_0.25",0.1045908,10,0.25
"113",13,13,"10_0.25",0.1023995,10,0.25
"114",14,14,"10_0.25",0.0982539,10,0.25
"115",15,15,"10_0.25",0.0957413,10,0.25
"116",16,16,"10_0.25",0.0958916,10,0.25
"117",17,17,"10_0.25",0.0959106,10,0.25
"118",18,18,"10_0.25",0.0936695,10,0.25
"119",19,19,"10_0.25",0.0897647,10,0.25
"120",20,20,"10_0.25",0.0882067,10,0.25
"121",21,21,"10_0.25",0.0868306,10,0.25
"122",22,22,"10_0.25",0.0856515,10,0.25
"123",23,23,"10_0.25",0.0832532,10,0.25
"124",24,24,"10_0.25",0.0812776,10,0.25
"125",25,25,"10_0.25",0.0791772,10,0.25
"126",26,26,"10_0.25",0.0791679,10,0.25
"127",27,27,"10_0.25",0.076968,10,0.25
"128",28,28,"10_0.25",0.0744917,10,0.25
"129",29,29,"10_0.25",0.0727378,10,0.25
"130",30,30,"10_0.25",0.0713658,10,0.25
"131",31,31,"10_0.25",0.0706674,10,0.25
"132",32,32,"10_0.25",0.0693672,10,0.25
"133",33,33,"10_0.25",0.0681401,10,0.25
"134",34,34,"10_0.25",0.0662539,10,0.25
"135",35,35,"10_0.25",0.0651476,10,0.25
"136",36,36,"10_0.25",0.0637813,10,0.25
"137",37,37,"10_0.25",0.0622767,10,0.25
"138",38,38,"10_0.25",0.0603023,10,0.25
"139",39,39,"10_0.25",0.0598873,10,0.25
"140",40,40,"10_0.25",0.058361,10,0.25
"141",41,41,"10_0.25",0.0568735,10,0.25
"142",42,42,"10_0.25",0.0560058,10,0.25
"143",43,43,"10_0.25",0.0540448,10,0.25
"144",44,44,"10_0.25",0.0535396,10,0.25
"145",45,45,"10_0.25",0.0523045,10,0.25
"146",46,46,"10_0.25",0.0519301,10,0.25
"147",47,47,"10_0.25",0.0507176,10,0.25
"148",48,48,"10_0.25",0.049412,10,0.25
"149",49,49,"10_0.25",0.0488357,10,0.25
"150",50,50,"10_0.25",0.0470129,10,0.25
"151",51,51,"10_0.25",0.0462847,10,0.25
"152",52,52,"10_0.25",0.0467935,10,0.25
"153",53,53,"10_0.25",0.0451106,10,0.25
"154",54,54,"10_0.25",0.0437524,10,0.25
"155",55,55,"10_0.25",0.042552,10,0.25
"156",56,56,"10_0.25",0.0414014,10,0.25
"157",57,57,"10_0.25",0.0415018,10,0.25
"158",58,58,"10_0.25",0.0405544,10,0.25
"159",59,59,"10_0.25",0.0398731,10,0.25
"160",60,60,"10_0.25",0.0381589,10,0.25
"161",61,61,"10_0.25",0.0377746,10,0.25
"162",62,62,"10_0.25",0.0367433,10,0.25
"163",63,63,"10_0.25",0.0363702,10,0.25
"164",64,64,"10_0.25",0.0351039,10,0.25
"165",65,65,"10_0.25",0.0342257,10,0.25
"166",66,66,"10_0.25",0.0342162,10,0.25
"167",67,67,"10_0.25",0.0337908,10,0.25
"168",68,68,"10_0.25",0.0326273,10,0.25
"169",69,69,"10_0.25",0.0321646,10,0.25
"170",70,70,"10_0.25",0.0313216,10,0.25
"171",71,71,"10_0.25",0.0305347,10,0.25
"172",72,72,"10_0.25",0.0302669,10,0.25
"173",73,73,"10_0.25",0.0300915,10,0.25
"174",74,74,"10_0.25",0.0292047,10,0.25
"175",75,75,"10_0.25",0.0285361,10,0.25
"176",76,76,"10_0.25",0.0279083,10,0.25
"177",77,77,"10_0.25",0.0277051,10,0.25
"178",78,78,"10_0.25",0.0266146,10,0.25
"179",79,79,"10_0.25",0.0257047,10,0.25
"180",80,80,"10_0.25",0.0258245,10,0.25
"181",81,81,"10_0.25",0.0252016,10,0.25
"182",82,82,"10_0.25",0.0246749,10,0.25
"183",83,83,"10_0.25",0.0242135,10,0.25
"184",84,84,"10_0.25",0.023788,10,0.25
"185",85,85,"10_0.25",0.023003,10,0.25
"186",86,86,"10_0.25",0.0224697,10,0.25
"187",87,87,"10_0.25",0.0220782,10,0.25
"188",88,88,"10_0.25",0.0216379,10,0.25
"189",89,89,"10_0.25",0.0211408,10,0.25
"190",90,90,"10_0.25",0.0210435,10,0.25
"191",91,91,"10_0.25",0.0205196,10,0.25
"192",92,92,"10_0.25",0.0202625,10,0.25
"193",93,93,"10_0.25",0.0197143,10,0.25
"194",94,94,"10_0.25",0.0192434,10,0.25
"195",95,95,"10_0.25",0.0190359,10,0.25
"196",96,96,"10_0.25",0.0182901,10,0.25
"197",97,97,"10_0.25",0.0179948,10,0.25
"198",98,98,"10_0.25",0.017417,10,0.25
"199",99,99,"10_0.25",0.0169331,10,0.25
"200",100,100,"10_0.25",0.0165188,10,0.25
"201",1,1,"10_0.5",0.293977,10,0.5
"202",2,2,"10_0.5",0.2304781,10,0.5
"203",3,3,"10_0.5",0.2109415,10,0.5
"204",4,4,"10_0.5",0.2007327,10,0.5
"205",5,5,"10_0.5",0.1919637,10,0.5
"206",6,6,"10_0.5",0.1863136,10,0.5
"207",7,7,"10_0.5",0.1816534,10,0.5
"208",8,8,"10_0.5",0.1767263,10,0.5
"209",9,9,"10_0.5",0.169753,10,0.5
"210",10,10,"10_0.5",0.1638682,10,0.5
"211",11,11,"10_0.5",0.1579658,10,0.5
"212",12,12,"10_0.5",0.1552008,10,0.5
"213",13,13,"10_0.5",0.1494003,10,0.5
"214",14,14,"10_0.5",0.1441436,10,0.5
"215",15,15,"10_0.5",0.1417355,10,0.5
"216",16,16,"10_0.5",0.1361715,10,0.5
"217",17,17,"10_0.5",0.1316984,10,0.5
"218",18,18,"10_0.5",0.1269317,10,0.5
"219",19,19,"10_0.5",0.1227229,10,0.5
"220",20,20,"10_0.5",0.1195166,10,0.5
"221",21,21,"10_0.5",0.1161561,10,0.5
"222",22,22,"10_0.5",0.1131897,10,0.5
"223",23,23,"10_0.5",0.1092274,10,0.5
"224",24,24,"10_0.5",0.1050547,10,0.5
"225",25,25,"10_0.5",0.1021318,10,0.5
"226",26,26,"10_0.5",0.0998794,10,0.5
"227",27,27,"10_0.5",0.0961085,10,0.5
"228",28,28,"10_0.5",0.0938786,10,0.5
"229",29,29,"10_0.5",0.0912549,10,0.5
"230",30,30,"10_0.5",0.0869444,10,0.5
"231",31,31,"10_0.5",0.0842789,10,0.5
"232",32,32,"10_0.5",0.0815444,10,0.5
"233",33,33,"10_0.5",0.0787499,10,0.5
"234",34,34,"10_0.5",0.0769743,10,0.5
"235",35,35,"10_0.5",0.0742997,10,0.5
"236",36,36,"10_0.5",0.0725899,10,0.5
"237",37,37,"10_0.5",0.069948,10,0.5
"238",38,38,"10_0.5",0.0680511,10,0.5
"239",39,39,"10_0.5",0.066073,10,0.5
"240",40,40,"10_0.5",0.0642256,10,0.5
"241",41,41,"10_0.5",0.0618833,10,0.5
"242",42,42,"10_0.5",0.0599182,10,0.5
"243",43,43,"10_0.5",0.0583702,10,0.5
"244",44,44,"10_0.5",0.0562608,10,0.5
"245",45,45,"10_0.5",0.0545338,10,0.5
"246",46,46,"10_0.5",0.0531919,10,0.5
"247",47,47,"10_0.5",0.0512326,10,0.5
"248",48,48,"10_0.5",0.0492338,10,0.5
"249",49,49,"10_0.5",0.0478529,10,0.5
"250",50,50,"10_0.5",0.0462042,10,0.5
"251",51,51,"10_0.5",0.0448947,10,0.5
"252",52,52,"10_0.5",0.043403,10,0.5
"253",53,53,"10_0.5",0.0422288,10,0.5
"254",54,54,"10_0.5",0.0409373,10,0.5
"255",55,55,"10_0.5",0.0399515,10,0.5
"256",56,56,"10_0.5",0.038397,10,0.5
"257",57,57,"10_0.5",0.0371412,10,0.5
"258",58,58,"10_0.5",0.0360693,10,0.5
"259",59,59,"10_0.5",0.0348266,10,0.5
"260",60,60,"10_0.5",0.0339522,10,0.5
"261",61,61,"10_0.5",0.03304,10,0.5
"262",62,62,"10_0.5",0.0317837,10,0.5
"263",63,63,"10_0.5",0.0309233,10,0.5
"264",64,64,"10_0.5",0.0297103,10,0.5
"265",65,65,"10_0.5",0.0286912,10,0.5
"266",66,66,"10_0.5",0.0278477,10,0.5
"267",67,67,"10_0.5",0.0270962,10,0.5
"268",68,68,"10_0.5",0.0259684,10,0.5
"269",69,69,"10_0.5",0.0255102,10,0.5
"270",70,70,"10_0.5",0.0244865,10,0.5
"271",71,71,"10_0.5",0.0240756,10,0.5
"272",72,72,"10_0.5",0.0231653,10,0.5
"273",73,73,"10_0.5",0.0223032,10,0.5
"274",74,74,"10_0.5",0.0216277,10,0.5
"275",75,75,"10_0.5",0.0209948,10,0.5
"276",76,76,"10_0.5",0.0202072,10,0.5
"277",77,77,"10_0.5",0.0197341,10,0.5
"278",78,78,"10_0.5",0.0190407,10,0.5
"279",79,79,"10_0.5",0.018784,10,0.5
"280",80,80,"10_0.5",0.017954,10,0.5
"281",81,81,"10_0.5",0.0174398,10,0.5
"282",82,82,"10_0.5",0.0168226,10,0.5
"283",83,83,"10_0.5",0.0162301,10,0.5
"284",84,84,"10_0.5",0.0157916,10,0.5
"285",85,85,"10_0.5",0.0152098,10,0.5
"286",86,86,"10_0.5",0.0148804,10,0.5
"287",87,87,"10_0.5",0.0143905,10,0.5
"288",88,88,"10_0.5",0.0139679,10,0.5
"289",89,89,"10_0.5",0.0135891,10,0.5
"290",90,90,"10_0.5",0.013217,10,0.5
"291",91,91,"10_0.5",0.0127804,10,0.5
"292",92,92,"10_0.5",0.0123547,10,0.5
"293",93,93,"10_0.5",0.0119432,10,0.5
"294",94,94,"10_0.5",0.0114195,10,0.5
"295",95,95,"10_0.5",0.0111279,10,0.5
"296",96,96,"10_0.5",0.0109044,10,0.5
"297",97,97,"10_0.5",0.0104698,10,0.5
"298",98,98,"10_0.5",0.0101163,10,0.5
"299",99,99,"10_0.5",0.0098386,10,0.5
"300",100,100,"10_0.5",0.0095357,10,0.5
"301",1,1,"10_0.75",0.2939048,10,0.75
"302",2,2,"10_0.75",0.2719739,10,0.75
"303",3,3,"10_0.75",0.2605655,10,0.75
"304",4,4,"10_0.75",0.2510525,10,0.75
"305",5,5,"10_0.75",0.2410338,10,0.75
"306",6,6,"10_0.75",0.2327571,10,0.75
"307",7,7,"10_0.75",0.2241291,10,0.75
"308",8,8,"10_0.75",0.2172206,10,0.75
"309",9,9,"10_0.75",0.209122,10,0.75
"310",10,10,"10_0.75",0.2019538,10,0.75
"311",11,11,"10_0.75",0.1930065,10,0.75
"312",12,12,"10_0.75",0.1862142,10,0.75
"313",13,13,"10_0.75",0.1795879,10,0.75
"314",14,14,"10_0.75",0.173343,10,0.75
"315",15,15,"10_0.75",0.1660564,10,0.75
"316",16,16,"10_0.75",0.1615502,10,0.75
"317",17,17,"10_0.75",0.154145,10,0.75
"318",18,18,"10_0.75",0.1499035,10,0.75
"319",19,19,"10_0.75",0.1435783,10,0.75
"320",20,20,"10_0.75",0.1392028,10,0.75
"321",21,21,"10_0.75",0.133442,10,0.75
"322",22,22,"10_0.75",0.128866,10,0.75
"323",23,23,"10_0.75",0.1246475,10,0.75
"324",24,24,"10_0.75",0.119893,10,0.75
"325",25,25,"10_0.75",0.1146275,10,0.75
"326",26,26,"10_0.75",0.1113307,10,0.75
"327",27,27,"10_0.75",0.1074948,10,0.75
"328",28,28,"10_0.75",0.1028358,10,0.75
"329",29,29,"10_0.75",0.1000012,10,0.75
"330",30,30,"10_0.75",0.095967,10,0.75
"331",31,31,"10_0.75",0.0923245,10,0.75
"332",32,32,"10_0.75",0.0888473,10,0.75
"333",33,33,"10_0.75",0.0853025,10,0.75
"334",34,34,"10_0.75",0.0826031,10,0.75
"335",35,35,"10_0.75",0.0798297,10,0.75
"336",36,36,"10_0.75",0.0759507,10,0.75
"337",37,37,"10_0.75",0.0733835,10,0.75
"338",38,38,"10_0.75",0.0710416,10,0.75
"339",39,39,"10_0.75",0.0684348,10,0.75
"340",40,40,"10_0.75",0.0661592,10,0.75
"341",41,41,"10_0.75",0.0637584,10,0.75
"342",42,42,"10_0.75",0.06099,10,0.75
"343",43,43,"10_0.75",0.0587371,10,0.75
"344",44,44,"10_0.75",0.0566976,10,0.75
"345",45,45,"10_0.75",0.0543783,10,0.75
"346",46,46,"10_0.75",0.0527343,10,0.75
"347",47,47,"10_0.75",0.0504464,10,0.75
"348",48,48,"10_0.75",0.048931,10,0.75
"349",49,49,"10_0.75",0.047051,10,0.75
"350",50,50,"10_0.75",0.0453227,10,0.75
"351",51,51,"10_0.75",0.0440859,10,0.75
"352",52,52,"10_0.75",0.0422777,10,0.75
"353",53,53,"10_0.75",0.0408534,10,0.75
"354",54,54,"10_0.75",0.0390968,10,0.75
"355",55,55,"10_0.75",0.0377745,10,0.75
"356",56,56,"10_0.75",0.0363806,10,0.75
"357",57,57,"10_0.75",0.0350341,10,0.75
"358",58,58,"10_0.75",0.0339008,10,0.75
"359",59,59,"10_0.75",0.0325097,10,0.75
"360",60,60,"10_0.75",0.0315363,10,0.75
"361",61,61,"10_0.75",0.0302334,10,0.75
"362",62,62,"10_0.75",0.0291122,10,0.75
"363",63,63,"10_0.75",0.0280004,10,0.75
"364",64,64,"10_0.75",0.0272429,10,0.75
"365",65,65,"10_0.75",0.026122,10,0.75
"366",66,66,"10_0.75",0.025072,10,0.75
"367",67,67,"10_0.75",0.0240926,10,0.75
"368",68,68,"10_0.75",0.0233311,10,0.75
"369",69,69,"10_0.75",0.0224526,10,0.75
"370",70,70,"10_0.75",0.0218598,10,0.75
"371",71,71,"10_0.75",0.020856,10,0.75
"372",72,72,"10_0.75",0.0200602,10,0.75
"373",73,73,"10_0.75",0.0193887,10,0.75
"374",74,74,"10_0.75",0.0186946,10,0.75
"375",75,75,"10_0.75",0.0180141,10,0.75
"376",76,76,"10_0.75",0.0173204,10,0.75
"377",77,77,"10_0.75",0.0166535,10,0.75
"378",78,78,"10_0.75",0.0161613,10,0.75
"379",79,79,"10_0.75",0.0155039,10,0.75
"380",80,80,"10_0.75",0.0150098,10,0.75
"381",81,81,"10_0.75",0.0144288,10,0.75
"382",82,82,"10_0.75",0.0140069,10,0.75
"383",83,83,"10_0.75",0.013458,10,0.75
"384",84,84,"10_0.75",0.0129281,10,0.75
"385",85,85,"10_0.75",0.0124907,10,0.75
"386",86,86,"10_0.75",0.0120986,10,0.75
"387",87,87,"10_0.75",0.0116231,10,0.75
"388",88,88,"10_0.75",0.0112148,10,0.75
"389",89,89,"10_0.75",0.0107442,10,0.75
"390",90,90,"10_0.75",0.0103893,10,0.75
"391",91,91,"10_0.75",0.0099918,10,0.75
"392",92,92,"10_0.75",0.0096358,10,0.75
"393",93,93,"10_0.75",0.0092948,10,0.75
"394",94,94,"10_0.75",0.0089716,10,0.75
"395",95,95,"10_0.75",0.0085799,10,0.75
"396",96,96,"10_0.75",0.0082807,10,0.75
"397",97,97,"10_0.75",0.0079558,10,0.75
"398",98,98,"10_0.75",0.0077184,10,0.75
"399",99,99,"10_0.75",0.0074008,10,0.75
"400",100,100,"10_0.75",0.0071807,10,0.75
"401",1,1,"10_1",0.2939927,10,1
"402",2,2,"10_1",0.3131429,10,1
"403",3,3,"10_1",0.2996533,10,1
"404",4,4,"10_1",0.2889842,10,1
"405",5,5,"10_1",0.2771775,10,1
"406",6,6,"10_1",0.2667089,10,1
"407",7,7,"10_1",0.2565523,10,1
"408",8,8,"10_1",0.2467549,10,1
"409",9,9,"10_1",0.237298,10,1
"410",10,10,"10_1",0.2281283,10,1
"411",11,11,"10_1",0.2190457,10,1
"412",12,12,"10_1",0.2107784,10,1
"413",13,13,"10_1",0.20265,10,1
"414",14,14,"10_1",0.1951811,10,1
"415",15,15,"10_1",0.1873837,10,1
"416",16,16,"10_1",0.180284,10,1
"417",17,17,"10_1",0.1731468,10,1
"418",18,18,"10_1",0.1663281,10,1
"419",19,19,"10_1",0.1600789,10,1
"420",20,20,"10_1",0.15376,10,1
"421",21,21,"10_1",0.1477514,10,1
"422",22,22,"10_1",0.1420953,10,1
"423",23,23,"10_1",0.1364307,10,1
"424",24,24,"10_1",0.1312635,10,1
"425",25,25,"10_1",0.1261808,10,1
"426",26,26,"10_1",0.1214617,10,1
"427",27,27,"10_1",0.1167894,10,1
"428",28,28,"10_1",0.1123468,10,1
"429",29,29,"10_1",0.1076706,10,1
"430",30,30,"10_1",0.1036989,10,1
"431",31,31,"10_1",0.0996391,10,1
"432",32,32,"10_1",0.0959377,10,1
"433",33,33,"10_1",0.0920534,10,1
"434",34,34,"10_1",0.0885675,10,1
"435",35,35,"10_1",0.0848186,10,1
"436",36,36,"10_1",0.0817116,10,1
"437",37,37,"10_1",0.0786012,10,1
"438",38,38,"10_1",0.0755834,10,1
"439",39,39,"10_1",0.0726473,10,1
"440",40,40,"10_1",0.069723,10,1
"441",41,41,"10_1",0.0673063,10,1
"442",42,42,"10_1",0.0646088,10,1
"443",43,43,"10_1",0.0622572,10,1
"444",44,44,"10_1",0.0597684,10,1
"445",45,45,"10_1",0.0574319,10,1
"446",46,46,"10_1",0.0552538,10,1
"447",47,47,"10_1",0.0531595,10,1
"448",48,48,"10_1",0.0510232,10,1
"449",49,49,"10_1",0.0490284,10,1
"450",50,50,"10_1",0.047175,10,1
"451",51,51,"10_1",0.0452987,10,1
"452",52,52,"10_1",0.0436516,10,1
"453",53,53,"10_1",0.0419514,10,1
"454",54,54,"10_1",0.0402849,10,1
"455",55,55,"10_1",0.0387811,10,1
"456",56,56,"10_1",0.0372501,10,1
"457",57,57,"10_1",0.0358319,10,1
"458",58,58,"10_1",0.0344787,10,1
"459",59,59,"10_1",0.0331867,10,1
"460",60,60,"10_1",0.0319459,10,1
"461",61,61,"10_1",0.0306419,10,1
"462",62,62,"10_1",0.0295604,10,1
"463",63,63,"10_1",0.0284139,10,1
"464",64,64,"10_1",0.0273321,10,1
"465",65,65,"10_1",0.0262709,10,1
"466",66,66,"10_1",0.0252565,10,1
"467",67,67,"10_1",0.0242544,10,1
"468",68,68,"10_1",0.023303,10,1
"469",69,69,"10_1",0.0223807,10,1
"470",70,70,"10_1",0.0215712,10,1
"471",71,71,"10_1",0.0207063,10,1
"472",72,72,"10_1",0.0198807,10,1
"473",73,73,"10_1",0.0190842,10,1
"474",74,74,"10_1",0.0182856,10,1
"475",75,75,"10_1",0.0176459,10,1
"476",76,76,"10_1",0.0169717,10,1
"477",77,77,"10_1",0.0163421,10,1
"478",78,78,"10_1",0.0157711,10,1
"479",79,79,"10_1",0.0150892,10,1
"480",80,80,"10_1",0.0145674,10,1
"481",81,81,"10_1",0.0139824,10,1
"482",82,82,"10_1",0.0135119,10,1
"483",83,83,"10_1",0.0129603,10,1
"484",84,84,"10_1",0.0125408,10,1
"485",85,85,"10_1",0.0119684,10,1
"486",86,86,"10_1",0.0115649,10,1
"487",87,87,"10_1",0.011054,10,1
"488",88,88,"10_1",0.010664,10,1
"489",89,89,"10_1",0.0102587,10,1
"490",90,90,"10_1",0.0098708,10,1
"491",91,91,"10_1",0.0094505,10,1
"492",92,92,"10_1",0.0091229,10,1
"493",93,93,"10_1",0.0087872,10,1
"494",94,94,"10_1",0.008416,10,1
"495",95,95,"10_1",0.0080917,10,1
"496",96,96,"10_1",0.0077579,10,1
"497",97,97,"10_1",0.0074745,10,1
"498",98,98,"10_1",0.0071619,10,1
"499",99,99,"10_1",0.0068871,10,1
"500",100,100,"10_1",0.0066226,10,1
"501",1,1,"15_0",0.2940738,15,0
"502",2,2,"15_0",0.147138466666667,15,0
"503",3,3,"15_0",0.073606,15,0
"504",4,4,"15_0",0.0368135333333333,15,0
"505",5,5,"15_0",0.0184316,15,0
"506",6,6,"15_0",0.00920266666666667,15,0
"507",7,7,"15_0",0.00461233333333333,15,0
"508",8,8,"15_0",0.002308,15,0
"509",9,9,"15_0",0.001155,15,0
"510",10,10,"15_0",0.000575533333333333,15,0
"511",11,11,"15_0",0.000292266666666667,15,0
"512",12,12,"15_0",0.000146533333333333,15,0
"513",13,13,"15_0",7.44e-05,15,0
"514",14,14,"15_0",3.67333333333333e-05,15,0
"515",15,15,"15_0",2e-05,15,0
"516",16,16,"15_0",1e-05,15,0
"517",17,17,"15_0",4.46666666666667e-06,15,0
