"","X","generations","popsize_outcrossrate","Ho","popsize","outcross"
"518",18,18,"15_0",1.53333333333333e-06,15,0
"519",19,19,"15_0",8.66666666666667e-07,15,0
"520",20,20,"15_0",4e-07,15,0
"521",21,21,"15_0",2e-07,15,0
"522",22,22,"15_0",6.66666666666667e-08,15,0
"523",23,23,"15_0",6.66666666666667e-08,15,0
"524",24,24,"15_0",0,15,0
"525",25,25,"15_0",0,15,0
"526",26,26,"15_0",0,15,0
"527",27,27,"15_0",0,15,0
"528",28,28,"15_0",0,15,0
"529",29,29,"15_0",0,15,0
"530",30,30,"15_0",0,15,0
"531",31,31,"15_0",0,15,0
"532",32,32,"15_0",0,15,0
"533",33,33,"15_0",0,15,0
"534",34,34,"15_0",0,15,0
"535",35,35,"15_0",0,15,0
"536",36,36,"15_0",0,15,0
"537",37,37,"15_0",0,15,0
"538",38,38,"15_0",0,15,0
"539",39,39,"15_0",0,15,0
"540",40,40,"15_0",0,15,0
"541",41,41,"15_0",0,15,0
"542",42,42,"15_0",0,15,0
"543",43,43,"15_0",0,15,0
"544",44,44,"15_0",0,15,0
"545",45,45,"15_0",0,15,0
"546",46,46,"15_0",0,15,0
"547",47,47,"15_0",0,15,0
"548",48,48,"15_0",0,15,0
"549",49,49,"15_0",0,15,0
"550",50,50,"15_0",0,15,0
"551",51,51,"15_0",0,15,0
"552",52,52,"15_0",0,15,0
"553",53,53,"15_0",0,15,0
"554",54,54,"15_0",0,15,0
"555",55,55,"15_0",0,15,0
"556",56,56,"15_0",0,15,0
"557",57,57,"15_0",0,15,0
"558",58,58,"15_0",0,15,0
"559",59,59,"15_0",0,15,0
"560",60,60,"15_0",0,15,0
"561",61,61,"15_0",0,15,0
"562",62,62,"15_0",0,15,0
"563",63,63,"15_0",0,15,0
"564",64,64,"15_0",0,15,0
"565",65,65,"15_0",0,15,0
"566",66,66,"15_0",0,15,0
"567",67,67,"15_0",0,15,0
"568",68,68,"15_0",0,15,0
"569",69,69,"15_0",0,15,0
"570",70,70,"15_0",0,15,0
"571",71,71,"15_0",0,15,0
"572",72,72,"15_0",0,15,0
"573",73,73,"15_0",0,15,0
"574",74,74,"15_0",0,15,0
"575",75,75,"15_0",0,15,0
"576",76,76,"15_0",0,15,0
"577",77,77,"15_0",0,15,0
"578",78,78,"15_0",0,15,0
"579",79,79,"15_0",0,15,0
"580",80,80,"15_0",0,15,0
"581",81,81,"15_0",0,15,0
"582",82,82,"15_0",0,15,0
"583",83,83,"15_0",0,15,0
"584",84,84,"15_0",0,15,0
"585",85,85,"15_0",0,15,0
"586",86,86,"15_0",0,15,0
"587",87,87,"15_0",0,15,0
"588",88,88,"15_0",0,15,0
"589",89,89,"15_0",0,15,0
"590",90,90,"15_0",0,15,0
"591",91,91,"15_0",0,15,0
"592",92,92,"15_0",0,15,0
"593",93,93,"15_0",0,15,0
"594",94,94,"15_0",0,15,0
"595",95,95,"15_0",0,15,0
"596",96,96,"15_0",0,15,0
"597",97,97,"15_0",0,15,0
"598",98,98,"15_0",0,15,0
"599",99,99,"15_0",0,15,0
"600",100,100,"15_0",0,15,0
"601",1,1,"15_0.25",0.293995666666667,15,0.25
"602",2,2,"15_0.25",0.1882034,15,0.25
"603",3,3,"15_0.25",0.147296333333333,15,0.25
"604",4,4,"15_0.25",0.131509333333333,15,0.25
"605",5,5,"15_0.25",0.124910666666667,15,0.25
"606",6,6,"15_0.25",0.1199314,15,0.25
"607",7,7,"15_0.25",0.117699133333333,15,0.25
"608",8,8,"15_0.25",0.117977266666667,15,0.25
"609",9,9,"15_0.25",0.1146414,15,0.25
"610",10,10,"15_0.25",0.114281666666667,15,0.25
"611",11,11,"15_0.25",0.113013866666667,15,0.25
"612",12,12,"15_0.25",0.1112254,15,0.25
"613",13,13,"15_0.25",0.109106266666667,15,0.25
"614",14,14,"15_0.25",0.108295533333333,15,0.25
"615",15,15,"15_0.25",0.105772466666667,15,0.25
"616",16,16,"15_0.25",0.1044028,15,0.25
"617",17,17,"15_0.25",0.103269933333333,15,0.25
"618",18,18,"15_0.25",0.102240466666667,15,0.25
"619",19,19,"15_0.25",0.102078266666667,15,0.25
"620",20,20,"15_0.25",0.0995606,15,0.25
"621",21,21,"15_0.25",0.0981504666666667,15,0.25
"622",22,22,"15_0.25",0.0967721333333333,15,0.25
"623",23,23,"15_0.25",0.0956432,15,0.25
"624",24,24,"15_0.25",0.0937381333333333,15,0.25
"625",25,25,"15_0.25",0.0944944,15,0.25
"626",26,26,"15_0.25",0.0922062666666667,15,0.25
"627",27,27,"15_0.25",0.0909012,15,0.25
"628",28,28,"15_0.25",0.0900427333333333,15,0.25
"629",29,29,"15_0.25",0.0879768,15,0.25
"630",30,30,"15_0.25",0.0880233333333333,15,0.25
"631",31,31,"15_0.25",0.0862909333333333,15,0.25
"632",32,32,"15_0.25",0.0849048,15,0.25
"633",33,33,"15_0.25",0.0837956,15,0.25
"634",34,34,"15_0.25",0.0830779333333333,15,0.25
"635",35,35,"15_0.25",0.0827654,15,0.25
"636",36,36,"15_0.25",0.0815391333333333,15,0.25
"637",37,37,"15_0.25",0.0797872,15,0.25
"638",38,38,"15_0.25",0.0787007333333333,15,0.25
"639",39,39,"15_0.25",0.0775426,15,0.25
"640",40,40,"15_0.25",0.076039,15,0.25
"641",41,41,"15_0.25",0.0753860666666667,15,0.25
"642",42,42,"15_0.25",0.0742588,15,0.25
"643",43,43,"15_0.25",0.0742647333333333,15,0.25
"644",44,44,"15_0.25",0.0734161333333333,15,0.25
"645",45,45,"15_0.25",0.0721662666666667,15,0.25
"646",46,46,"15_0.25",0.0708217333333333,15,0.25
"647",47,47,"15_0.25",0.0697129333333333,15,0.25
"648",48,48,"15_0.25",0.0691758666666667,15,0.25
"649",49,49,"15_0.25",0.0689844666666667,15,0.25
"650",50,50,"15_0.25",0.0669207333333333,15,0.25
"651",51,51,"15_0.25",0.0655427333333333,15,0.25
"652",52,52,"15_0.25",0.0652086666666667,15,0.25
"653",53,53,"15_0.25",0.0652593333333333,15,0.25
"654",54,54,"15_0.25",0.0637596,15,0.25
"655",55,55,"15_0.25",0.0622144,15,0.25
"656",56,56,"15_0.25",0.0623738,15,0.25
"657",57,57,"15_0.25",0.0613444,15,0.25
"658",58,58,"15_0.25",0.0601919333333333,15,0.25
"659",59,59,"15_0.25",0.0594052666666667,15,0.25
"660",60,60,"15_0.25",0.0590112,15,0.25
"661",61,61,"15_0.25",0.0588798666666667,15,0.25
"662",62,62,"15_0.25",0.0571870666666667,15,0.25
"663",63,63,"15_0.25",0.0565153333333333,15,0.25
"664",64,64,"15_0.25",0.0553480666666667,15,0.25
"665",65,65,"15_0.25",0.0554022,15,0.25
"666",66,66,"15_0.25",0.0545754,15,0.25
"667",67,67,"15_0.25",0.053604,15,0.25
"668",68,68,"15_0.25",0.0523967333333333,15,0.25
"669",69,69,"15_0.25",0.0522648666666667,15,0.25
"670",70,70,"15_0.25",0.0511816,15,0.25
"671",71,71,"15_0.25",0.0504098,15,0.25
"672",72,72,"15_0.25",0.0504667333333333,15,0.25
"673",73,73,"15_0.25",0.0490629333333333,15,0.25
"674",74,74,"15_0.25",0.0486763333333333,15,0.25
"675",75,75,"15_0.25",0.0482167333333333,15,0.25
"676",76,76,"15_0.25",0.0474242666666667,15,0.25
"677",77,77,"15_0.25",0.0468710666666667,15,0.25
"678",78,78,"15_0.25",0.0470079333333333,15,0.25
"679",79,79,"15_0.25",0.0460440666666667,15,0.25
"680",80,80,"15_0.25",0.0453576666666667,15,0.25
"681",81,81,"15_0.25",0.0445611333333333,15,0.25
"682",82,82,"15_0.25",0.0445488,15,0.25
"683",83,83,"15_0.25",0.0433404666666667,15,0.25
"684",84,84,"15_0.25",0.0430716,15,0.25
"685",85,85,"15_0.25",0.0418228,15,0.25
"686",86,86,"15_0.25",0.0415862,15,0.25
"687",87,87,"15_0.25",0.0414087333333333,15,0.25
"688",88,88,"15_0.25",0.0406948666666667,15,0.25
"689",89,89,"15_0.25",0.0400233333333333,15,0.25
"690",90,90,"15_0.25",0.0399783333333333,15,0.25
"691",91,91,"15_0.25",0.038788,15,0.25
"692",92,92,"15_0.25",0.0382566666666667,15,0.25
"693",93,93,"15_0.25",0.0381129333333333,15,0.25
"694",94,94,"15_0.25",0.0372688666666667,15,0.25
"695",95,95,"15_0.25",0.0367462666666667,15,0.25
"696",96,96,"15_0.25",0.0361486666666667,15,0.25
"697",97,97,"15_0.25",0.0361529333333333,15,0.25
"698",98,98,"15_0.25",0.0351618,15,0.25
"699",99,99,"15_0.25",0.0350457333333333,15,0.25
"700",100,100,"15_0.25",0.0343806,15,0.25
"701",1,1,"15_0.5",0.293982,15,0.5
"702",2,2,"15_0.5",0.2298766,15,0.5
"703",3,3,"15_0.5",0.211513466666667,15,0.5
"704",4,4,"15_0.5",0.204168,15,0.5
"705",5,5,"15_0.5",0.197150666666667,15,0.5
"706",6,6,"15_0.5",0.194864266666667,15,0.5
"707",7,7,"15_0.5",0.1903526,15,0.5
"708",8,8,"15_0.5",0.186639333333333,15,0.5
"709",9,9,"15_0.5",0.1825366,15,0.5
"710",10,10,"15_0.5",0.179029733333333,15,0.5
"711",11,11,"15_0.5",0.175406,15,0.5
"712",12,12,"15_0.5",0.172189133333333,15,0.5
"713",13,13,"15_0.5",0.168757466666667,15,0.5
"714",14,14,"15_0.5",0.1643648,15,0.5
"715",15,15,"15_0.5",0.1602646,15,0.5
"716",16,16,"15_0.5",0.158614333333333,15,0.5
"717",17,17,"15_0.5",0.156197666666667,15,0.5
"718",18,18,"15_0.5",0.153336133333333,15,0.5
"719",19,19,"15_0.5",0.149542533333333,15,0.5
"720",20,20,"15_0.5",0.147119,15,0.5
"721",21,21,"15_0.5",0.1423358,15,0.5
"722",22,22,"15_0.5",0.1394042,15,0.5
"723",23,23,"15_0.5",0.136444866666667,15,0.5
"724",24,24,"15_0.5",0.134366466666667,15,0.5
"725",25,25,"15_0.5",0.1321542,15,0.5
"726",26,26,"15_0.5",0.128914333333333,15,0.5
"727",27,27,"15_0.5",0.126416866666667,15,0.5
"728",28,28,"15_0.5",0.122918733333333,15,0.5
"729",29,29,"15_0.5",0.1212496,15,0.5
"730",30,30,"15_0.5",0.118752533333333,15,0.5
"731",31,31,"15_0.5",0.116575333333333,15,0.5
"732",32,32,"15_0.5",0.1145612,15,0.5
"733",33,33,"15_0.5",0.111368866666667,15,0.5
"734",34,34,"15_0.5",0.109736133333333,15,0.5
"735",35,35,"15_0.5",0.1076462,15,0.5
"736",36,36,"15_0.5",0.105325866666667,15,0.5
"737",37,37,"15_0.5",0.102327333333333,15,0.5
"738",38,38,"15_0.5",0.100908733333333,15,0.5
"739",39,39,"15_0.5",0.0989196,15,0.5
"740",40,40,"15_0.5",0.0974059333333333,15,0.5
"741",41,41,"15_0.5",0.0948456666666667,15,0.5
"742",42,42,"15_0.5",0.0926425333333333,15,0.5
"743",43,43,"15_0.5",0.091001,15,0.5
"744",44,44,"15_0.5",0.0892376666666667,15,0.5
"745",45,45,"15_0.5",0.087717,15,0.5
"746",46,46,"15_0.5",0.0857126666666667,15,0.5
"747",47,47,"15_0.5",0.0838885333333333,15,0.5
"748",48,48,"15_0.5",0.0810967333333333,15,0.5
"749",49,49,"15_0.5",0.0800152,15,0.5
"750",50,50,"15_0.5",0.0789195333333333,15,0.5
"751",51,51,"15_0.5",0.0772798666666667,15,0.5
"752",52,52,"15_0.5",0.0759047333333333,15,0.5
"753",53,53,"15_0.5",0.0745456666666667,15,0.5
"754",54,54,"15_0.5",0.0729796,15,0.5
"755",55,55,"15_0.5",0.071126,15,0.5
"756",56,56,"15_0.5",0.0696932,15,0.5
"757",57,57,"15_0.5",0.0689268666666667,15,0.5
"758",58,58,"15_0.5",0.0670711333333333,15,0.5
"759",59,59,"15_0.5",0.0657368666666667,15,0.5
"760",60,60,"15_0.5",0.0647098,15,0.5
"761",61,61,"15_0.5",0.0632612,15,0.5
"762",62,62,"15_0.5",0.061752,15,0.5
"763",63,63,"15_0.5",0.0602748,15,0.5
"764",64,64,"15_0.5",0.0592655333333333,15,0.5
"765",65,65,"15_0.5",0.058083,15,0.5
"766",66,66,"15_0.5",0.0569116666666667,15,0.5
"767",67,67,"15_0.5",0.0555414,15,0.5
"768",68,68,"15_0.5",0.0544426666666667,15,0.5
"769",69,69,"15_0.5",0.0533066,15,0.5
"770",70,70,"15_0.5",0.0525432,15,0.5
"771",71,71,"15_0.5",0.0512304666666667,15,0.5
"772",72,72,"15_0.5",0.0502166666666667,15,0.5
"773",73,73,"15_0.5",0.0490454,15,0.5
"774",74,74,"15_0.5",0.0482268,15,0.5
"775",75,75,"15_0.5",0.0471852,15,0.5
"776",76,76,"15_0.5",0.0463088666666667,15,0.5
"777",77,77,"15_0.5",0.0453314,15,0.5
"778",78,78,"15_0.5",0.0444502,15,0.5
"779",79,79,"15_0.5",0.0434075333333333,15,0.5
"780",80,80,"15_0.5",0.0425850666666667,15,0.5
"781",81,81,"15_0.5",0.0417814,15,0.5
"782",82,82,"15_0.5",0.0408435333333333,15,0.5
"783",83,83,"15_0.5",0.0400928,15,0.5
"784",84,84,"15_0.5",0.0391286,15,0.5
"785",85,85,"15_0.5",0.0383303333333333,15,0.5
"786",86,86,"15_0.5",0.0375391333333333,15,0.5
"787",87,87,"15_0.5",0.0368958,15,0.5
"788",88,88,"15_0.5",0.0361204,15,0.5
"789",89,89,"15_0.5",0.0350762666666667,15,0.5
"790",90,90,"15_0.5",0.0345569333333333,15,0.5
"791",91,91,"15_0.5",0.0341481333333333,15,0.5
"792",92,92,"15_0.5",0.0334201333333333,15,0.5
"793",93,93,"15_0.5",0.0327948,15,0.5
"794",94,94,"15_0.5",0.032003,15,0.5
"795",95,95,"15_0.5",0.0313033333333333,15,0.5
"796",96,96,"15_0.5",0.0305338666666667,15,0.5
"797",97,97,"15_0.5",0.0299486666666667,15,0.5
"798",98,98,"15_0.5",0.0292273333333333,15,0.5
"799",99,99,"15_0.5",0.0285577333333333,15,0.5
"800",100,100,"15_0.5",0.0280518,15,0.5
"801",1,1,"15_0.75",0.294016733333333,15,0.75
"802",2,2,"15_0.75",0.271726866666667,15,0.75
"803",3,3,"15_0.75",0.2630856,15,0.75
"804",4,4,"15_0.75",0.256710466666667,15,0.75
"805",5,5,"15_0.75",0.251224266666667,15,0.75
"806",6,6,"15_0.75",0.2439592,15,0.75
"807",7,7,"15_0.75",0.2391444,15,0.75
"808",8,8,"15_0.75",0.233533,15,0.75
"809",9,9,"15_0.75",0.227984533333333,15,0.75
"810",10,10,"15_0.75",0.223047133333333,15,0.75
"811",11,11,"15_0.75",0.216350866666667,15,0.75
"812",12,12,"15_0.75",0.2118496,15,0.75
"813",13,13,"15_0.75",0.206683533333333,15,0.75
"814",14,14,"15_0.75",0.2013996,15,0.75
"815",15,15,"15_0.75",0.1969422,15,0.75
"816",16,16,"15_0.75",0.191655266666667,15,0.75
"817",17,17,"15_0.75",0.1875944,15,0.75
"818",18,18,"15_0.75",0.182521866666667,15,0.75
"819",19,19,"15_0.75",0.178672133333333,15,0.75
"820",20,20,"15_0.75",0.174817,15,0.75
"821",21,21,"15_0.75",0.1710524,15,0.75
"822",22,22,"15_0.75",0.166560133333333,15,0.75
"823",23,23,"15_0.75",0.1622808,15,0.75
"824",24,24,"15_0.75",0.1590462,15,0.75
"825",25,25,"15_0.75",0.1542554,15,0.75
"826",26,26,"15_0.75",0.1503266,15,0.75
"827",27,27,"15_0.75",0.147416266666667,15,0.75
"828",28,28,"15_0.75",0.1436138,15,0.75
"829",29,29,"15_0.75",0.140903133333333,15,0.75
"830",30,30,"15_0.75",0.1375398,15,0.75
"831",31,31,"15_0.75",0.134009133333333,15,0.75
"832",32,32,"15_0.75",0.130470066666667,15,0.75
"833",33,33,"15_0.75",0.126963866666667,15,0.75
"834",34,34,"15_0.75",0.124347933333333,15,0.75
"835",35,35,"15_0.75",0.121395,15,0.75
"836",36,36,"15_0.75",0.118765466666667,15,0.75
"837",37,37,"15_0.75",0.115438066666667,15,0.75
"838",38,38,"15_0.75",0.1128414,15,0.75
"839",39,39,"15_0.75",0.109619466666667,15,0.75
"840",40,40,"15_0.75",0.107534866666667,15,0.75
"841",41,41,"15_0.75",0.104907866666667,15,0.75
"842",42,42,"15_0.75",0.102687533333333,15,0.75
"843",43,43,"15_0.75",0.0998381333333333,15,0.75
"844",44,44,"15_0.75",0.0976345333333333,15,0.75
"845",45,45,"15_0.75",0.0950820666666667,15,0.75
"846",46,46,"15_0.75",0.0930089333333333,15,0.75
"847",47,47,"15_0.75",0.0909761333333333,15,0.75
"848",48,48,"15_0.75",0.088203,15,0.75
"849",49,49,"15_0.75",0.0864054666666667,15,0.75
"850",50,50,"15_0.75",0.0845042,15,0.75
"851",51,51,"15_0.75",0.0823018666666667,15,0.75
"852",52,52,"15_0.75",0.0802934,15,0.75
"853",53,53,"15_0.75",0.0780873333333333,15,0.75
"854",54,54,"15_0.75",0.0759372666666667,15,0.75
"855",55,55,"15_0.75",0.0746026666666667,15,0.75
"856",56,56,"15_0.75",0.072551,15,0.75
"857",57,57,"15_0.75",0.0707874,15,0.75
"858",58,58,"15_0.75",0.0694440666666667,15,0.75
"859",59,59,"15_0.75",0.0674137333333333,15,0.75
"860",60,60,"15_0.75",0.0659759333333333,15,0.75
"861",61,61,"15_0.75",0.0646249333333333,15,0.75
"862",62,62,"15_0.75",0.0631594,15,0.75
"863",63,63,"15_0.75",0.0615288,15,0.75
"864",64,64,"15_0.75",0.0601464666666667,15,0.75
"865",65,65,"15_0.75",0.0584741333333333,15,0.75
"866",66,66,"15_0.75",0.0569945333333333,15,0.75
"867",67,67,"15_0.75",0.0555908666666667,15,0.75
"868",68,68,"15_0.75",0.0542797333333333,15,0.75
"869",69,69,"15_0.75",0.0530134666666667,15,0.75
"870",70,70,"15_0.75",0.0519208,15,0.75
"871",71,71,"15_0.75",0.0504677333333333,15,0.75
"872",72,72,"15_0.75",0.0491681333333333,15,0.75
"873",73,73,"15_0.75",0.0480409333333333,15,0.75
"874",74,74,"15_0.75",0.0470476666666667,15,0.75
"875",75,75,"15_0.75",0.0458648,15,0.75
"876",76,76,"15_0.75",0.0448081333333333,15,0.75
"877",77,77,"15_0.75",0.0436253333333333,15,0.75
"878",78,78,"15_0.75",0.0425796,15,0.75
"879",79,79,"15_0.75",0.0418462666666667,15,0.75
"880",80,80,"15_0.75",0.0406843333333333,15,0.75
"881",81,81,"15_0.75",0.0396085333333333,15,0.75
"882",82,82,"15_0.75",0.0384826666666667,15,0.75
"883",83,83,"15_0.75",0.0375476,15,0.75
"884",84,84,"15_0.75",0.0367814666666667,15,0.75
"885",85,85,"15_0.75",0.0361406666666667,15,0.75
"886",86,86,"15_0.75",0.0351493333333333,15,0.75
"887",87,87,"15_0.75",0.0341254,15,0.75
"888",88,88,"15_0.75",0.0335622,15,0.75
"889",89,89,"15_0.75",0.0325263333333333,15,0.75
"890",90,90,"15_0.75",0.0319832666666667,15,0.75
"891",91,91,"15_0.75",0.0310888666666667,15,0.75
"892",92,92,"15_0.75",0.0303482,15,0.75
"893",93,93,"15_0.75",0.0296902666666667,15,0.75
"894",94,94,"15_0.75",0.0288415333333333,15,0.75
"895",95,95,"15_0.75",0.0282158666666667,15,0.75
"896",96,96,"15_0.75",0.0276178,15,0.75
"897",97,97,"15_0.75",0.0269019333333333,15,0.75
"898",98,98,"15_0.75",0.026198,15,0.75
"899",99,99,"15_0.75",0.0255878,15,0.75
"900",100,100,"15_0.75",0.024934,15,0.75
"901",1,1,"15_1",0.293797933333333,15,1
"902",2,2,"15_1",0.313019533333333,15,1
"903",3,3,"15_1",0.3042896,15,1
"904",4,4,"15_1",0.296649,15,1
"905",5,5,"15_1",0.288677066666667,15,1
"906",6,6,"15_1",0.281359333333333,15,1
"907",7,7,"15_1",0.274404333333333,15,1
"908",8,8,"15_1",0.267250466666667,15,1
"909",9,9,"15_1",0.260496666666667,15,1
"910",10,10,"15_1",0.253748866666667,15,1
"911",11,11,"15_1",0.247217466666667,15,1
"912",12,12,"15_1",0.240834866666667,15,1
"913",13,13,"15_1",0.234725866666667,15,1
"914",14,14,"15_1",0.228765333333333,15,1
"915",15,15,"15_1",0.223232,15,1
"916",16,16,"15_1",0.217171333333333,15,1
"917",17,17,"15_1",0.211546466666667,15,1
"918",18,18,"15_1",0.206132666666667,15,1
"919",19,19,"15_1",0.2011594,15,1
"920",20,20,"15_1",0.195962866666667,15,1
"921",21,21,"15_1",0.190849666666667,15,1
"922",22,22,"15_1",0.185922733333333,15,1
"923",23,23,"15_1",0.181409666666667,15,1
"924",24,24,"15_1",0.1766522,15,1
"925",25,25,"15_1",0.172244066666667,15,1
"926",26,26,"15_1",0.167854066666667,15,1
"927",27,27,"15_1",0.163675533333333,15,1
"928",28,28,"15_1",0.159405133333333,15,1
"929",29,29,"15_1",0.155487133333333,15,1
"930",30,30,"15_1",0.151423266666667,15,1
"931",31,31,"15_1",0.1476678,15,1
"932",32,32,"15_1",0.143830333333333,15,1
"933",33,33,"15_1",0.140192933333333,15,1
"934",34,34,"15_1",0.1365488,15,1
"935",35,35,"15_1",0.133065,15,1
"936",36,36,"15_1",0.129652,15,1
"937",37,37,"15_1",0.126405733333333,15,1
"938",38,38,"15_1",0.1230522,15,1
"939",39,39,"15_1",0.119848133333333,15,1
"940",40,40,"15_1",0.116895466666667,15,1
"941",41,41,"15_1",0.114011933333333,15,1
"942",42,42,"15_1",0.110953733333333,15,1
"943",43,43,"15_1",0.108203133333333,15,1
"944",44,44,"15_1",0.105438333333333,15,1
"945",45,45,"15_1",0.102856333333333,15,1
"946",46,46,"15_1",0.100187866666667,15,1
"947",47,47,"15_1",0.0975365333333333,15,1
"948",48,48,"15_1",0.0950402666666667,15,1
"949",49,49,"15_1",0.0926850666666667,15,1
"950",50,50,"15_1",0.0903343333333333,15,1
"951",51,51,"15_1",0.0878983333333333,15,1
"952",52,52,"15_1",0.0856580666666667,15,1
"953",53,53,"15_1",0.0836176666666667,15,1
"954",54,54,"15_1",0.0814334666666667,15,1
"955",55,55,"15_1",0.0794202666666667,15,1
"956",56,56,"15_1",0.0773597333333333,15,1
"957",57,57,"15_1",0.0754624,15,1
"958",58,58,"15_1",0.07346,15,1
"959",59,59,"15_1",0.0717242,15,1
"960",60,60,"15_1",0.0698763333333333,15,1
"961",61,61,"15_1",0.0679385333333333,15,1
"962",62,62,"15_1",0.0662426666666667,15,1
"963",63,63,"15_1",0.0646166666666667,15,1
"964",64,64,"15_1",0.0629016,15,1
"965",65,65,"15_1",0.0612992,15,1
"966",66,66,"15_1",0.0598580666666667,15,1
"967",67,67,"15_1",0.0582482,15,1
"968",68,68,"15_1",0.0567972666666667,15,1
"969",69,69,"15_1",0.0553961333333333,15,1
"970",70,70,"15_1",0.0539454,15,1
"971",71,71,"15_1",0.0525829333333333,15,1
